Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,Traffic_Level,Distance_km,TARGET
25.0,4.8,11.022298,76.998349,11.082298,77.058349,Drinks ,scooter ,25.97,73.0,0.0,haze,Moderate,11.43,32.63333333
23.0,4.9,26.492106,80.327797,26.562106,80.397797,Meal ,motorcycle ,21.71,56.0,0.0,clear sky,High,16.06,36.65
27.0,4.7,22.725748,75.898497,22.855747,76.028497,Snack ,electric_scooter ,22.3,44.0,0.0,clear sky,Very High,30.35,58.55
23.0,4.7,0.0,0.0,0.08,0.08,Meal ,scooter ,26.37,82.0,0.31,light rain,High,13.4,35.98333333
26.0,4.8,19.22384,72.841347,19.25384,72.871347,Meal ,motorcycle ,26.98,44.0,0.0,smoke,Low,6.64,23.13333333
33.0,4.7,12.325461,76.632278,12.405461,76.712278,Meal ,electric_scooter ,20.7,67.0,0.0,clear sky,High,18.28,33.2
29.0,4.7,18.546258,73.904337,18.626258,73.984337,Buffet ,motorcycle ,19.37,65.0,0.0,clear sky,High,17.66,43.13333333
31.0,4.0,22.761593,75.886362,22.801593,75.926362,Drinks ,motorcycle ,17.16,72.0,0.0,haze,Low,8.16,28.48333333
25.0,5.0,21.160437,72.774209,21.200437,72.814209,Meal ,motorcycle ,24.99,73.0,0.0,mist,Moderate,8.82,24.01666667
33.0,4.9,22.551084,88.354127,22.661084,88.464127,Meal ,scooter ,22.99,83.0,0.0,haze,Very High,24.14,53.98333333
35.0,4.0,0.0,0.0,0.07,0.07,Snack ,motorcycle ,26.28,84.0,0.0,broken clouds,High,13.4,35.98333333
27.0,5.0,19.875337,75.316722,19.935337,75.376722,Snack ,motorcycle ,21.74,60.0,0.0,haze,Moderate,14.27,32.98333333
38.0,4.3,18.539299,73.897902,18.649299,74.007902,Meal ,motorcycle ,23.46,47.0,0.0,clear sky,Very High,25.42,58.6
21.0,4.7,19.22384,72.841347,19.25384,72.871347,Buffet ,motorcycle ,26.98,44.0,0.0,smoke,Low,6.64,25.28333333
38.0,4.8,0.0,0.0,0.08,0.08,Meal ,motorcycle ,26.27,84.0,0.0,broken clouds,High,13.4,35.98333333
39.0,4.0,19.065838,72.832658,19.105838,72.872658,Meal ,electric_scooter ,28.97,54.0,0.0,smoke,Moderate,9.58,32.61666667
39.0,4.8,22.761226,75.887522,22.871226,75.997522,Buffet ,motorcycle ,17.32,53.0,0.0,clear sky,High,25.48,47.16666667
29.0,4.6,0.0,0.0,0.01,0.01,Buffet ,motorcycle ,26.22,83.0,0.48,light rain,High,13.4,35.98333333
32.0,4.9,25.451646,81.832796,25.591646,81.972796,Drinks ,motorcycle ,25.02,44.0,0.0,clear sky,Very High,24.75,55.26666667
39.0,4.8,12.352058,76.60665,12.402058,76.65665,Drinks ,motorcycle ,18.26,81.0,0.0,scattered clouds,Moderate,12.79,32.76666667
24.0,4.9,22.551084,88.354127,22.611084,88.414127,Buffet ,scooter ,22.99,83.0,0.0,haze,High,12.39,44.73333333
30.0,4.5,22.753839,75.897429,22.773839,75.917429,Meal ,motorcycle ,22.1,60.0,0.0,haze,Low,4.37,13.61666667
26.0,4.9,17.455894,78.375467,17.505894,78.425467,Meal ,scooter ,22.71,60.0,0.0,haze,Moderate,11.31,29.26666667
29.0,4.6,-18.569156,73.774723,18.649156,73.854723,Drinks ,scooter ,22.68,49.0,0.0,clear sky,High,13.4,35.98333333
37.0,4.0,22.732225,75.874765,22.762225,75.904765,Drinks ,motorcycle ,17.08,72.0,0.0,haze,Low,5.87,26.13333333
34.0,4.8,19.120083,72.907385,19.130083,72.917385,Drinks ,motorcycle ,26.71,44.0,0.0,smoke,Low,2.48,25.01666667
37.0,4.7,12.934365,77.616155,12.984365,77.666155,Snack ,motorcycle ,19.75,92.0,0.0,mist,High,11.95,38.56666667
28.0,4.8,18.536562,73.896485,18.576562,73.936485,Meal ,motorcycle ,19.0,64.0,0.0,clear sky,Moderate,10.75,30.88333333
37.0,4.0,26.88842,75.800689,26.97842,75.890689,Meal ,scooter ,23.97,46.0,0.0,haze,High,16.2,38.48333333
35.0,4.8,26.910262,75.783013,26.940262,75.813013,Meal ,scooter ,23.37,46.0,0.0,haze,Moderate,6.03,25.03333333
29.0,4.7,23.354422,85.3329,23.394422,85.3729,Meal ,motorcycle ,17.69,68.0,0.0,clear sky,Low,6.99,19.95
37.0,4.6,12.352058,76.60665,12.442058,76.69665,Snack ,scooter ,20.64,67.0,0.0,clear sky,Moderate,19.45,33.68333333
34.0,3.5,19.121999,72.908493,19.251999,73.038493,Drinks ,motorcycle ,26.99,48.0,0.0,clear sky,Very High,25.54,63.36666667
37.0,4.7,21.185047,72.80859,21.225047,72.84859,Drinks ,scooter ,24.94,73.0,0.0,mist,Low,9.35,32.35
24.0,4.9,12.323194,76.630583,12.453194,76.760583,Buffet ,motorcycle ,19.8,68.0,0.0,clear sky,High,26.25,42.41666667
35.0,4.9,27.163303,78.057044,27.253303,78.147044,Buffet ,scooter ,21.5,53.0,0.0,clear sky,High,28.62,38.88333333
39.0,5.0,19.121999,72.908493,19.161999,72.948493,Buffet ,motorcycle ,27.01,44.0,0.0,smoke,Moderate,10.81,34.98333333
36.0,4.7,19.091458,72.827808,19.141458,72.877808,Drinks ,scooter ,28.85,54.0,0.0,smoke,High,12.1,47.16666667
39.0,4.0,26.956431,75.776649,26.976431,75.796649,Buffet ,scooter ,19.4,68.0,0.0,haze,Low,5.11,19.83333333
27.0,4.8,11.003681,76.975525,11.043681,77.015525,Snack ,electric_scooter ,24.84,73.0,0.0,mist,Moderate,8.14,32.08333333
39.0,4.8,26.913987,75.752891,26.943987,75.782891,Meal ,scooter ,23.61,46.0,0.0,haze,Low,8.25,19.95
29.0,4.6,12.978453,77.643685,13.008453,77.673685,Buffet ,scooter ,19.58,92.0,0.0,mist,Moderate,10.03,27.6
24.0,4.7,13.091809,80.219104,13.151809,80.279104,Buffet ,motorcycle ,28.25,82.0,0.0,overcast clouds,High,21.41,45.06666667
25.0,5.0,22.745049,75.892471,22.755049,75.902471,Snack ,scooter ,22.06,60.0,0.0,haze,Very Low,2.29,15.16666667
21.0,4.5,26.891191,75.802083,26.941191,75.852083,Snack ,motorcycle ,23.25,46.0,0.0,haze,Moderate,10.51,30.53333333
29.0,5.0,22.311844,73.165081,22.341844,73.195081,Snack ,motorcycle ,22.85,43.0,0.0,clear sky,Low,6.68,17.53333333
30.0,4.3,17.431668,78.408321,17.461668,78.438321,Meal ,motorcycle ,22.94,60.0,0.0,haze,Moderate,9.27,29.45
37.0,4.7,11.022477,76.995667,11.052477,77.025667,Drinks ,scooter ,23.86,78.0,0.0,mist,Moderate,7.02,34.3
32.0,3.5,0.0,0.0,0.11,0.11,Snack ,scooter ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
23.0,4.8,22.744648,75.894377,22.814648,75.964377,Buffet ,motorcycle ,17.19,72.0,0.0,haze,Moderate,16.74,33.76666667
34.0,5.0,11.021278,76.995017,11.031278,77.005017,Meal ,scooter ,24.86,73.0,0.0,mist,Low,3.13,16.36666667
25.0,4.8,23.214459,77.434976,23.254459,77.474976,Buffet ,motorcycle ,18.33,58.0,0.0,clear sky,Moderate,8.65,24.71666667
33.0,3.9,22.722634,75.886959,22.812634,75.976959,Meal ,electric_scooter ,17.21,53.0,0.0,clear sky,High,19.02,39.5
23.0,4.1,22.745049,75.892471,22.765049,75.912471,Drinks ,motorcycle ,17.11,77.0,0.0,haze,Low,4.37,26.75
39.0,4.8,12.304569,76.643622,12.394569,76.733622,Snack ,motorcycle ,20.7,67.0,0.0,clear sky,High,22.37,45.61666667
29.0,4.6,19.103249,72.846749,19.183249,72.926749,Meal ,scooter ,27.04,57.0,0.0,smoke,Very High,20.48,61.06666667
33.0,4.1,12.3085,76.665808,12.3285,76.685808,Meal ,motorcycle ,18.03,81.0,0.0,broken clouds,Low,4.42,13.93333333
29.0,4.9,23.333017,85.3172,23.383017,85.3672,Buffet ,motorcycle ,20.05,83.0,0.0,mist,Moderate,9.22,31.68333333
37.0,4.9,0.0,0.0,0.05,0.05,Drinks ,motorcycle ,26.28,85.0,0.0,broken clouds,High,13.4,35.98333333
29.0,4.6,26.914142,75.805704,27.004142,75.895704,Snack ,electric_scooter ,23.93,29.0,0.0,clear sky,High,16.25,46.71666667
24.0,4.8,21.185047,72.80859,21.195047,72.81859,Buffet ,scooter ,24.99,73.0,0.0,mist,Very Low,1.85,11.45
25.0,4.6,30.899992,75.831338,30.929992,75.861338,Meal ,scooter ,18.93,57.0,0.0,clear sky,Moderate,5.79,23.31666667
31.0,4.7,12.323225,76.630028,12.373225,76.680028,Buffet ,motorcycle ,20.81,67.0,0.0,clear sky,Moderate,10.3,29.56666667
33.0,4.7,21.175975,72.795503,21.205975,72.825503,Meal ,scooter ,24.92,73.0,0.0,mist,Low,6.42,18.86666667
34.0,4.4,22.745536,75.893106,22.875536,76.023106,Buffet ,motorcycle ,22.24,44.0,0.0,clear sky,Very High,31.08,51.13333333
21.0,4.9,11.022298,76.998349,11.082298,77.058349,Buffet ,motorcycle ,24.97,73.0,0.0,mist,Moderate,11.43,26.51666667
36.0,4.2,17.440827,78.393391,17.510827,78.463391,Snack ,scooter ,22.84,60.0,0.0,haze,High,15.81,42.93333333
26.0,4.7,23.374989,85.335486,23.424989,85.385486,Snack ,scooter ,21.27,78.0,0.0,mist,High,10.34,40.1
20.0,4.8,17.433809,78.386744,17.443809,78.396744,Snack ,motorcycle ,21.29,66.0,0.0,broken clouds,Very Low,2.52,14.45
21.0,4.6,22.310329,73.169083,22.380329,73.239083,Meal ,motorcycle ,22.66,43.0,0.0,clear sky,Moderate,13.82,29.8
25.0,4.0,26.90519,75.810753,26.92519,75.830753,Snack ,motorcycle ,23.61,46.0,0.0,haze,Low,4.17,23.63333333
21.0,4.8,12.979166,77.640709,13.059166,77.720709,Snack ,motorcycle ,19.37,93.0,0.0,mist,High,18.04,40.58333333
39.0,4.6,13.049645,80.242268,13.099645,80.292268,Snack ,scooter ,28.44,81.0,0.0,mist,Moderate,8.94,29.33333333
35.0,4.9,0.0,0.0,0.03,0.03,Drinks ,scooter ,26.27,82.0,0.43,light rain,High,13.4,35.98333333
38.0,4.8,17.430448,78.418213,17.520448,78.508213,Meal ,scooter ,21.16,65.0,0.0,broken clouds,High,20.31,46.11666667
25.0,4.7,0.0,0.0,0.03,0.03,Drinks ,motorcycle ,26.33,83.0,0.3,light rain,High,13.4,35.98333333
24.0,4.5,17.430448,78.418213,17.510448,78.498213,Buffet ,scooter ,21.23,63.0,0.0,overcast clouds,High,20.3,47.35
22.0,4.9,12.981615,80.231598,13.041615,80.291598,Drinks ,motorcycle ,26.54,88.0,0.0,mist,Moderate,11.72,38.41666667
34.0,4.9,18.593481,73.785901,18.633481,73.825901,Snack ,motorcycle ,22.46,50.0,0.0,clear sky,Low,8.31,24.88333333
24.0,4.8,18.593481,73.785901,18.653481,73.845901,Meal ,motorcycle ,22.25,51.0,0.0,clear sky,Moderate,13.2,26.28333333
32.0,3.9,19.003517,72.82765,19.083517,72.90765,Drinks ,motorcycle ,27.0,44.0,0.0,smoke,High,14.83,52.85
22.0,5.0,22.728163,75.884212,22.858163,76.014212,Drinks ,motorcycle ,17.31,53.0,0.0,clear sky,Very High,27.88,57.85
39.0,4.5,18.546947,73.900626,18.566947,73.920626,Drinks ,motorcycle ,19.17,65.0,0.0,clear sky,Low,4.34,23.33333333
30.0,4.1,21.160437,72.774209,21.240437,72.854209,Meal ,motorcycle ,22.99,43.0,0.0,clear sky,High,15.7,36.78333333
36.0,4.6,22.651847,75.881991,22.741847,75.971991,Drinks ,motorcycle ,17.11,72.0,0.0,haze,Moderate,18.25,38.7
31.0,3.5,17.483216,78.552111,17.613216,78.682111,Snack ,scooter ,18.59,69.0,0.0,broken clouds,Very High,29.02,55.23333333
35.0,4.7,12.972161,77.596014,13.002161,77.626014,Buffet ,motorcycle ,19.49,91.0,0.0,mist,Moderate,6.02,26.31666667
37.0,4.4,27.163303,78.057044,27.243303,78.137044,Drinks ,motorcycle ,21.53,52.0,0.0,clear sky,Moderate,20.3,39.06666667
27.0,4.8,21.170096,72.789122,21.300096,72.919122,Buffet ,motorcycle ,24.9,42.0,0.0,clear sky,Very High,24.93,48.08333333
34.0,5.0,17.422819,78.449578,17.432819,78.459578,Buffet ,motorcycle ,21.53,65.0,0.0,broken clouds,Low,3.85,15.51666667
28.0,5.0,23.333017,85.3172,23.393017,85.3772,Meal ,motorcycle ,20.03,83.0,0.0,mist,Moderate,10.22,26.85
38.0,4.7,11.022477,76.995667,11.052477,77.025667,Snack ,electric_scooter ,24.86,73.0,0.0,mist,Low,7.02,27.83333333
33.0,4.9,22.310526,73.170937,22.390526,73.250937,Drinks ,motorcycle ,23.99,64.0,0.0,haze,High,16.43,44.26666667
21.0,4.6,19.103249,72.846749,19.213249,72.956749,Snack ,motorcycle ,26.86,44.0,0.0,smoke,Very High,26.9,64.13333333
36.0,4.5,12.326356,76.619103,12.396356,76.689103,Buffet ,scooter ,20.29,68.0,0.0,clear sky,High,17.34,36.18333333
23.0,4.8,26.914142,75.805704,26.974142,75.865704,Drinks ,motorcycle ,19.89,68.0,0.0,haze,Moderate,11.34,36.65
29.0,4.9,12.949934,77.699386,13.079934,77.829386,Meal ,motorcycle ,19.08,93.0,0.0,fog,Very High,26.65,55.13333333
32.0,4.9,11.025083,77.015393,11.035083,77.025393,Meal ,motorcycle ,24.88,73.0,0.0,mist,Low,4.02,16.08333333
27.0,4.3,11.021278,76.995017,11.091278,77.065017,Meal ,motorcycle ,25.97,73.0,0.0,haze,Moderate,13.73,30.4
29.0,4.6,13.02978,80.208812,13.11978,80.298812,Snack ,motorcycle ,28.43,82.0,0.0,overcast clouds,Very High,22.1,53.46666667
25.0,4.9,12.972161,77.596014,12.992161,77.616014,Meal ,scooter ,19.58,91.0,0.0,mist,Low,4.31,21.33333333
28.0,4.9,13.044694,80.26147,13.084694,80.30147,Snack ,motorcycle ,28.49,81.0,0.0,mist,Moderate,9.27,33.36666667
38.0,4.3,12.3085,76.665808,12.3985,76.755808,Meal ,motorcycle ,18.43,82.0,0.0,broken clouds,High,19.64,40.68333333
35.0,4.9,26.902328,75.794257,26.932328,75.824257,Meal ,electric_scooter ,19.7,64.0,0.0,haze,Moderate,5.86,22.03333333
33.0,4.8,12.321214,76.621094,12.341214,76.641094,Drinks ,scooter ,20.54,67.0,0.0,clear sky,Low,5.03,28.4
26.0,4.5,26.913987,75.752891,26.933987,75.772891,Meal ,motorcycle ,23.64,46.0,0.0,haze,Low,4.13,14.05
38.0,4.7,23.353783,85.326967,23.363783,85.336967,Meal ,scooter ,17.7,68.0,0.0,clear sky,Very Low,2.37,8.183333333
25.0,4.9,22.761226,75.887522,22.891226,76.017522,Drinks ,motorcycle ,22.22,43.0,0.0,clear sky,Very High,26.83,58.9
22.0,4.8,26.88842,75.800689,26.99842,75.910689,Drinks ,motorcycle ,23.95,28.0,0.0,clear sky,High,20.53,51.31666667
37.0,4.9,26.766536,75.837333,26.816536,75.887333,Snack ,scooter ,24.14,46.0,0.0,haze,Low,9.41,25.03333333
27.0,4.9,21.160437,72.774209,21.200437,72.814209,Snack ,motorcycle ,24.99,73.0,0.0,mist,Moderate,8.82,30.38333333
32.0,4.4,10.027014,76.308053,10.137014,76.418053,Drinks ,motorcycle ,23.95,88.0,0.0,mist,High,21.08,56.25
31.0,4.8,18.55144,73.804855,18.59144,73.844855,Drinks ,electric_scooter ,22.41,51.0,0.0,clear sky,Moderate,8.72,33.31666667
26.0,4.8,12.316967,76.603067,12.336967,76.623067,Buffet ,scooter ,20.54,67.0,0.0,clear sky,Low,4.91,17.06666667
15.0,1.0,21.149569,72.772697,21.209569,72.832697,Buffet ,bicycle ,23.23,43.0,0.0,clear sky,Moderate,12.53,25.36666667
39.0,4.2,0.0,0.0,0.08,0.08,Snack ,scooter ,26.25,85.0,0.0,overcast clouds,High,13.4,35.98333333
21.0,4.7,23.353783,85.326967,23.363783,85.336967,Meal ,motorcycle ,20.06,83.0,0.0,mist,Very Low,2.37,11.13333333
24.0,4.6,19.055831,72.833984,19.095831,72.873984,Drinks ,motorcycle ,26.98,44.0,0.0,smoke,Moderate,11.75,44.03333333
22.0,4.8,26.90294,75.793007,26.96294,75.853007,Meal ,motorcycle ,23.67,46.0,0.0,haze,Moderate,10.31,27.58333333
37.0,4.6,9.979363,76.285001,9.989363,76.295001,Meal ,motorcycle ,26.32,79.0,0.0,clear sky,Very Low,2.38,9.3
34.0,4.8,11.022477,76.995667,11.032477,77.005667,Buffet ,scooter ,25.86,73.0,0.0,haze,Low,2.99,14.68333333
34.0,4.6,21.186608,72.794136,21.236608,72.844136,Drinks ,motorcycle ,22.99,43.0,0.0,clear sky,Low,8.4,29.11666667
21.0,5.0,18.546258,73.904337,18.606258,73.964337,Snack ,motorcycle ,18.95,65.0,0.0,clear sky,High,13.24,37.38333333
30.0,4.6,23.232537,77.429845,23.302537,77.499845,Snack ,motorcycle ,18.19,58.0,0.0,clear sky,High,18.44,41.53333333
35.0,4.6,25.449659,81.839744,25.479659,81.869744,Meal ,scooter ,22.21,54.0,0.0,clear sky,Low,6.78,20.03333333
22.0,4.5,12.310972,76.659264,12.390972,76.739264,Snack ,motorcycle ,18.33,82.0,0.0,broken clouds,Very High,18.38,51.51666667
25.0,4.7,12.939496,77.625999,13.069496,77.755999,Meal ,motorcycle ,22.39,73.0,0.0,haze,Very High,24.47,55.1
27.0,4.8,0.0,0.0,0.08,0.08,Buffet ,scooter ,26.25,85.0,0.0,overcast clouds,High,13.4,35.98333333
33.0,5.0,18.563934,73.915367,18.673935,74.025367,Meal ,scooter ,22.93,48.0,0.0,clear sky,Very High,25.16,59.03333333
21.0,4.7,12.914264,77.6784,12.944264,77.7084,Drinks ,motorcycle ,19.89,92.0,0.0,mist,Moderate,10.97,39.71666667
20.0,5.0,26.911378,75.789034,26.991378,75.869034,Drinks ,motorcycle ,23.9,46.0,0.0,haze,High,16.75,52.96666667
39.0,4.3,0.0,0.0,0.02,0.02,Buffet ,motorcycle ,26.25,83.0,0.45,light rain,High,13.4,35.98333333
31.0,4.8,11.008638,76.984311,11.138638,77.114311,Drinks ,scooter ,25.17,73.0,0.0,mist,Very High,24.97,62.85
29.0,4.6,17.431668,78.408321,17.501668,78.478321,Buffet ,scooter ,22.78,60.0,0.0,haze,High,18.23,40.6
33.0,4.0,22.311844,73.165081,22.351844,73.205081,Meal ,motorcycle ,22.83,43.0,0.0,clear sky,Low,8.47,15.85
34.0,4.7,21.157729,72.768726,21.207729,72.818726,Drinks ,motorcycle ,23.37,43.0,0.0,clear sky,Moderate,10.36,31.91666667
38.0,4.8,15.506205,73.766668,15.596205,73.856668,Drinks ,scooter ,24.97,60.0,0.0,scattered clouds,High,17.77,49.71666667
32.0,4.6,22.751234,75.88949,22.801234,75.93949,Meal ,motorcycle ,17.17,72.0,0.0,haze,Moderate,12.32,25.2
38.0,4.8,22.311358,73.164798,22.341358,73.194798,Buffet ,scooter ,23.99,64.0,0.0,haze,Low,6.62,15.58333333
22.0,4.6,0.0,0.0,0.04,0.04,Drinks ,scooter ,26.29,82.0,0.4,light rain,High,13.4,35.98333333
28.0,4.3,12.914264,77.6784,12.934264,77.6984,Buffet ,motorcycle ,23.45,73.0,0.0,haze,Moderate,5.54,26.93333333
29.0,4.9,11.000762,76.981876,11.090762,77.071876,Snack ,motorcycle ,25.0,73.0,0.0,mist,High,18.48,47.31666667
22.0,4.8,30.899584,75.809346,30.909584,75.819346,Snack ,electric_scooter ,19.02,57.0,0.0,clear sky,Low,5.26,15.21666667
28.0,4.6,18.569156,73.774723,18.589156,73.794723,Drinks ,electric_scooter ,19.16,65.0,0.0,clear sky,Low,6.0,28.36666667
31.0,4.7,21.173343,72.792731,21.233343,72.852731,Snack ,motorcycle ,23.01,43.0,0.0,clear sky,Moderate,11.3,31.71666667
38.0,3.5,26.913726,75.75282,27.003726,75.842821,Drinks ,motorcycle ,19.56,45.0,0.0,clear sky,Very High,20.22,55.31666667
38.0,4.8,13.044694,80.26147,13.084694,80.30147,Snack ,scooter ,26.47,88.0,0.0,mist,Moderate,9.27,36.81666667
36.0,4.8,30.319528,78.040267,30.359528,78.080267,Snack ,motorcycle ,17.44,76.0,0.0,clear sky,Low,6.88,21.5
38.0,4.8,12.970221,77.645396,13.010221,77.685396,Snack ,scooter ,19.55,93.0,0.0,mist,Moderate,9.77,28.35
30.0,4.5,22.311844,73.165081,22.421844,73.275081,Snack ,scooter ,22.47,44.0,0.0,clear sky,High,20.28,40.08333333
31.0,5.0,11.003008,76.97544,11.053009,77.02544,Meal ,scooter ,25.86,73.0,0.0,haze,Moderate,10.44,28.78333333
22.0,2.6,15.574828,73.766883,15.654828,73.846883,Meal ,scooter ,25.89,60.0,0.0,scattered clouds,High,18.36,34.21666667
25.0,5.0,26.905287,75.794592,26.965287,75.854592,Snack ,motorcycle ,19.51,68.0,0.0,haze,Moderate,11.26,31.23333333
29.0,4.9,22.32,73.17,22.37,73.22,Drinks ,motorcycle ,22.74,43.0,0.0,clear sky,Low,9.84,27.85
25.0,4.6,22.744648,75.894377,22.764648,75.914377,Snack ,motorcycle ,17.08,72.0,0.0,haze,Low,5.67,21.23333333
34.0,4.7,17.411028,78.329645,17.431028,78.349645,Meal ,electric_scooter ,22.59,60.0,0.0,haze,Low,4.87,17.35
30.0,4.5,23.357804,85.325146,23.437804,85.405146,Snack ,motorcycle ,20.19,83.0,0.0,mist,High,15.67,39.9
33.0,4.1,23.39925,85.390464,23.52925,85.520464,Meal ,scooter ,21.16,61.0,0.0,scattered clouds,High,22.77,38.66666667
35.0,4.6,26.913483,75.803139,27.053483,75.943139,Meal ,electric_scooter ,23.92,29.0,0.0,clear sky,Very High,27.73,54.6
30.0,4.5,18.516216,73.842527,18.596216,73.922527,Snack ,motorcycle ,22.86,48.0,0.0,clear sky,High,15.09,49.31666667
38.0,4.3,21.173493,72.801953,21.253493,72.881953,Drinks ,motorcycle ,24.93,43.0,0.0,clear sky,High,15.56,43.03333333
27.0,4.3,17.426228,78.407495,17.496228,78.477495,Meal ,motorcycle ,21.29,64.0,0.0,overcast clouds,High,18.26,46.73333333
29.0,4.6,26.910262,75.783013,26.930262,75.803013,Buffet ,motorcycle ,19.53,68.0,0.0,haze,Low,4.38,15.53333333
35.0,4.9,22.311358,73.164798,22.341358,73.194798,Buffet ,motorcycle ,25.99,57.0,0.0,haze,Low,6.62,15.63333333
37.0,5.0,22.727021,75.884167,22.757021,75.914167,Meal ,motorcycle ,22.08,60.0,0.0,haze,Moderate,6.16,23.3
31.0,4.7,19.878028,75.317475,19.958028,75.397475,Buffet ,motorcycle ,21.45,60.0,0.0,haze,High,15.83,39.35
39.0,4.6,13.081878,80.248519,13.131878,80.298519,Buffet ,motorcycle ,28.32,82.0,0.0,overcast clouds,High,10.91,38.98333333
30.0,4.5,9.979186,76.317361,9.999186,76.337361,Drinks ,electric_scooter ,25.68,83.0,0.45,light rain,Low,4.47,35.98333333
24.0,4.9,26.911927,75.797282,26.971927,75.857282,Buffet ,motorcycle ,19.57,68.0,0.0,haze,High,14.79,40.26666667
31.0,4.8,12.979096,77.640625,13.049096,77.710625,Snack ,motorcycle ,22.6,73.0,0.0,haze,High,12.5,37.16666667
36.0,4.0,9.985497,76.276999,10.065497,76.356999,Buffet ,motorcycle ,24.59,88.0,0.0,few clouds,High,15.58,48.4
24.0,4.9,0.0,0.0,0.04,0.04,Meal ,scooter ,26.28,85.0,0.0,broken clouds,High,13.4,35.98333333
21.0,4.6,22.538999,88.322337,22.588999,88.372337,Drinks ,motorcycle ,22.97,83.0,0.0,haze,Moderate,8.97,33.23333333
23.0,4.6,22.732225,75.874765,22.752225,75.894765,Snack ,scooter ,22.09,60.0,0.0,haze,Very Low,3.45,15.95
21.0,4.8,17.431477,78.40035,17.491477,78.46035,Buffet ,motorcycle ,21.4,64.0,0.0,broken clouds,High,16.48,39.25
33.0,5.0,12.933284,77.615428,12.953284,77.635428,Meal ,motorcycle ,23.3,71.0,0.0,haze,Low,5.39,21.9
26.0,4.2,17.410371,78.437225,17.460371,78.487225,Drinks ,motorcycle ,22.99,60.0,0.0,haze,Moderate,11.49,37.1
24.0,4.8,26.90519,75.810753,27.01519,75.920753,Buffet ,scooter ,23.9,29.0,0.0,clear sky,Very High,20.76,55.51666667
26.0,4.9,23.351489,85.324253,23.441489,85.414253,Buffet ,motorcycle ,17.75,68.0,0.0,clear sky,Moderate,16.28,30.28333333
32.0,4.8,11.021278,76.995017,11.051278,77.025017,Drinks ,electric_scooter ,23.86,78.0,0.0,mist,Low,7.83,32.85
23.0,4.6,17.428294,78.404423,17.468294,78.444423,Meal ,scooter ,22.94,60.0,0.0,haze,Moderate,11.47,31.05
29.0,4.9,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
37.0,4.8,26.892312,75.806896,26.912312,75.826896,Buffet ,motorcycle ,19.58,68.0,0.0,haze,Low,4.25,20.48333333
27.0,4.7,0.0,0.0,0.06,0.06,Buffet ,scooter ,26.28,84.0,0.0,broken clouds,High,13.4,35.98333333
25.0,4.6,11.022477,76.995667,11.032477,77.005667,Snack ,motorcycle ,24.86,73.0,0.0,mist,Low,2.57,18.75
33.0,4.2,22.725835,75.887648,22.775835,75.937648,Snack ,motorcycle ,22.09,60.0,0.0,haze,Moderate,13.25,33.25
38.0,3.8,11.026117,76.944652,11.156117,77.074652,Snack ,motorcycle ,25.1,73.0,0.0,mist,Very High,26.45,62.13333333
22.0,4.5,21.185047,72.80859,21.275047,72.89859,Snack ,motorcycle ,24.91,43.0,0.0,clear sky,High,20.55,45.93333333
26.0,4.6,21.183434,72.814492,21.263434,72.894492,Buffet ,motorcycle ,24.93,43.0,0.0,clear sky,High,16.9,38.08333333
21.0,4.6,12.933298,77.614293,13.043298,77.724293,Meal ,scooter ,19.49,93.0,0.0,mist,Very High,26.71,50.71666667
24.0,4.5,26.849596,75.800512,26.879596,75.830512,Snack ,motorcycle ,19.44,64.0,0.0,haze,Low,5.69,19.81666667
36.0,4.2,0.0,0.0,0.07,0.07,Meal ,motorcycle ,26.36,82.0,0.28,light rain,High,13.4,35.98333333
33.0,4.5,18.533811,73.899315,18.663811,74.029315,Snack ,motorcycle ,23.58,47.0,0.0,clear sky,Very High,28.93,55.35
31.0,4.7,12.316967,76.603067,12.376967,76.663067,Buffet ,scooter ,18.29,81.0,0.0,scattered clouds,Moderate,14.88,32.75
27.0,4.6,11.022298,76.998349,11.042298,77.018349,Buffet ,electric_scooter ,24.84,73.0,0.0,mist,Low,4.2,21.1
34.0,4.7,11.021278,76.995017,11.051278,77.025017,Snack ,motorcycle ,24.86,73.0,0.0,mist,Low,7.83,27.91666667
31.0,4.9,11.024839,77.007003,11.084839,77.067003,Snack ,motorcycle ,25.96,73.0,0.0,haze,Moderate,11.45,30.1
30.0,4.6,17.431477,78.40035,17.461477,78.43035,Buffet ,scooter ,21.42,65.0,0.0,broken clouds,Moderate,8.91,27.65
33.0,4.6,21.185047,72.80859,21.205047,72.82859,Meal ,electric_scooter ,24.93,73.0,0.0,mist,Low,5.44,16.98333333
34.0,4.6,0.0,0.0,0.11,0.11,Meal ,electric_scooter ,26.27,84.0,0.0,overcast clouds,High,13.4,35.98333333
20.0,4.7,18.543626,73.905101,18.623626,73.985101,Snack ,scooter ,19.13,64.0,0.0,clear sky,High,17.74,47.28333333
37.0,4.6,23.359194,85.325447,23.369194,85.335447,Meal ,motorcycle ,15.99,94.0,0.0,mist,Very Low,1.9,9.9
